activity_id,viewer_id,movie_id,watch_date,minutes_watched,completed,device
a1084,v49,m7,2025-02-24,34.5,0,TV
a1085,v69,m7,2025-11-07,82.4,0,TV
a1086,v60,m5,2025-04-29,95.6,1,Mobile
a1087,v123,m1,2025-03-10,109.1,1,Web
a1088,v96,m4,2025-04-05,85.3,1,Mobile
a1089,v36,m4,2025-03-25,30.9,0,TV
a1090,v106,m3,2025-04-24,101.7,1,TV
a1091,v53,m7,2025-02-03,39.5,0,Mobile
a1092,v126,m7,2025-12-19,55.7,0,Mobile
a1093,v110,m2,2025-07-27,152.8,1,Web
a1094,v98,m6,2025-06-10,47.5,0,Web
a1095,v138,m5,2025-09-26,90.6,1,Web
a1096,v117,m4,2025-01-22,87.4,1,TV
a1097,v138,m5,2025-07-22,128.2,1,TV
a1098,v100,m5,2025-09-22,104.2,1,TV
a1099,v75,m2,2025-08-14,92.5,1,Mobile
a1100,v74,m7,2025-08-25,38.3,0,Mobile
a1101,v14,m5,2025-12-20,76.9,0,TV
a1102,v129,m1,2025-02-27,57.7,0,Web
a1103,v140,m6,2025-03-11,47.4,0,Mobile
a1104,v7,m4,2025-04-02,52.4,0,Web
a1105,v117,m2,2025-02-16,68.9,0,Web
a1106,v42,m6,2025-03-05,22.5,0,Web
a1107,v93,m4,2025-02-13,58.2,0,Mobile
a1108,v41,m5,2025-07-13,80.5,0,TV
a1109,v44,m7,2025-06-21,82.2,0,Web
a1110,v39,m7,2025-03-25,115.6,1,TV
a1111,v14,m7,2025-08-03,53.9,0,Web
a1112,v115,m7,2025-05-28,88.9,1,TV
a1113,v52,m2,2025-01-02,128.3,1,Mobile
a1114,v140,m4,2025-01-03,65.2,0,Mobile
a1115,v56,m2,2025-10-29,134.2,1,Mobile
a1116,v114,m4,2025-02-10,64.6,0,TV
a1117,v141,m2,2025-05-23,127.9,1,Web
a1118,v54,m7,2025-01-26,40.3,0,TV
a1119,v90,m6,2025-01-19,27.0,0,TV
a1120,v85,m3,2025-02-14,25.4,0,Mobile
a1121,v42,m2,2025-12-11,74.4,0,Web
a1122,v147,m6,2025-10-15,29.6,0,Mobile
a1123,v149,m6,2025-07-04,91.8,1,TV
a1124,v77,m7,2025-06-15,60.5,0,Mobile
a1125,v18,m7,2025-08-07,112.8,1,TV
a1126,v71,m6,2025-06-18,58.5,0,Web
a1127,v54,m2,2025-11-10,38.3,0,Web
a1128,v136,m6,2025-02-14,54.9,0,Web
a1129,v74,m5,2025-08-07,87.0,1,Mobile
a1130,v135,m3,2025-10-22,129.5,1,Mobile
a1131,v145,m2,2025-09-12,111.9,1,Web
a1132,v60,m5,2025-12-29,52.0,0,TV
a1133,v31,m1,2025-01-13,103.1,1,TV
a1134,v54,m6,2025-11-12,97.4,1,Mobile
a1135,v86,m1,2025-06-29,118.4,1,Web
a1136,v3,m2,2025-11-24,61.1,0,Mobile
a1137,v18,m3,2025-06-07,53.0,0,Web
a1138,v86,m6,2025-06-24,47.7,0,Web
a1139,v8,m5,2025-03-31,41.3,0,Mobile
a1140,v123,m6,2025-08-31,80.8,0,Web
a1141,v124,m2,2025-03-21,129.0,1,Web
a1142,v119,m3,2025-07-31,122.1,1,TV
a1143,v134,m7,2025-06-03,82.1,0,Web
a1144,v148,m2,2025-12-17,81.9,0,Mobile
a1145,v39,m1,2025-05-24,163.1,1,Mobile
a1146,v137,m4,2025-03-26,62.1,0,Mobile
a1147,v30,m2,2025-06-07,141.5,1,Mobile
a1148,v9,m6,2025-05-20,49.1,0,Mobile
a1149,v96,m2,2025-08-20,161.3,1,Mobile
a1150,v96,m1,2025-01-20,153.1,1,TV
a1151,v130,m4,2025-01-13,80.9,0,Web
a1152,v49,m2,2025-06-24,176.3,1,Web
a1153,v135,m7,2025-06-08,105.3,1,TV
a1154,v26,m7,2025-09-22,94.4,1,TV
a1155,v10,m2,2025-08-24,90.8,1,Web
a1156,v23,m1,2025-06-20,103.5,1,TV
a1157,v134,m1,2025-12-04,147.9,1,TV
a1158,v80,m5,2025-11-24,118.1,1,Mobile
a1159,v50,m2,2025-05-27,73.1,0,Mobile
a1160,v113,m7,2025-12-10,32.9,0,TV
a1161,v71,m2,2025-02-28,31.4,0,Web
a1162,v90,m5,2025-10-09,55.0,0,TV
a1163,v73,m6,2025-10-21,35.2,0,TV
a1164,v87,m3,2025-10-04,68.8,0,TV
a1165,v121,m1,2025-12-12,37.0,0,Mobile
a1166,v23,m1,2025-08-07,91.5,1,Web
a1167,v115,m5,2025-11-12,59.1,0,Mobile
a1168,v137,m6,2025-02-10,95.3,1,Mobile
a1169,v34,m5,2025-02-17,109.4,1,Web
a1170,v25,m4,2025-08-22,40.6,0,Web
a1171,v120,m6,2025-08-29,34.1,0,TV
a1172,v67,m2,2025-07-06,91.5,1,Web
a1173,v85,m6,2025-06-16,52.4,0,TV
a1174,v119,m4,2025-03-29,38.3,0,Mobile
a1175,v148,m5,2025-03-07,75.9,0,Mobile
a1176,v28,m7,2025-06-16,81.2,0,TV
a1177,v78,m7,2025-09-30,70.7,0,Web
a1178,v62,m4,2025-11-14,35.1,0,TV
a1179,v99,m4,2025-02-03,43.1,0,Web
a1180,v146,m4,2025-06-25,59.9,0,TV
a1181,v20,m2,2025-12-31,120.6,1,Mobile
a1182,v119,m1,2025-06-16,117.5,1,Mobile
a1183,v79,m2,2025-07-27,40.1,0,TV
a1184,v98,m6,2025-06-17,55.8,0,Web
a1185,v24,m1,2025-04-22,159.3,1,Web
a1186,v38,m1,2025-12-05,52.8,0,Web
a1187,v100,m3,2025-11-12,83.6,0,TV
a1188,v82,m2,2025-06-03,120.0,1,Web
a1189,v112,m3,2025-06-26,128.9,1,Web
a1190,v131,m1,2025-07-26,164.2,1,Mobile
a1191,v95,m1,2025-10-09,183.4,1,TV
a1192,v29,m3,2025-05-25,115.2,1,TV
a1193,v101,m4,2025-11-17,41.2,0,Mobile
a1194,v98,m4,2025-08-11,60.0,0,Web
a1195,v122,m2,2025-03-13,59.0,0,Mobile
a1196,v93,m7,2025-08-02,37.0,0,Web
a1197,v35,m2,2025-01-06,40.4,0,TV
a1198,v112,m6,2025-03-11,22.0,0,Web
a1199,v107,m7,2025-08-22,118.3,1,Web
a1200,v109,m5,2025-11-16,39.8,0,Web
a1201,v142,m4,2025-08-19,46.7,0,TV
a1202,v109,m2,2025-11-06,30.2,0,Mobile
a1203,v61,m7,2025-12-31,75.2,0,Mobile
a1204,v10,m1,2025-10-18,106.1,1,Mobile
a1205,v149,m1,2025-09-04,182.4,1,TV
a1206,v135,m2,2025-05-24,103.2,1,TV
a1207,v23,m5,2025-05-06,72.0,0,Web
a1208,v20,m6,2025-12-17,67.3,0,Web
a1209,v14,m3,2025-06-25,78.9,0,TV
a1210,v147,m4,2025-06-19,49.7,0,Mobile
a1211,v43,m3,2025-01-19,96.5,1,Web
a1212,v78,m6,2025-10-16,36.5,0,Web
a1213,v149,m4,2025-03-28,62.3,0,Web
a1214,v7,m3,2025-05-27,73.3,0,TV
a1215,v20,m5,2025-05-23,47.7,0,Web
a1216,v29,m1,2025-11-06,56.9,0,Web
a1217,v39,m6,2025-12-04,51.8,0,TV
a1218,v61,m3,2025-09-06,39.9,0,Web
a1219,v9,m7,2025-06-25,128.2,1,TV
a1220,v40,m5,2025-09-11,102.8,1,Mobile
a1221,v99,m7,2025-05-02,92.7,1,Web
a1222,v89,m6,2025-01-28,68.0,0,TV
a1223,v43,m1,2025-08-26,92.6,1,Mobile
a1224,v137,m4,2025-04-30,46.3,0,Web
a1225,v122,m4,2025-05-15,27.0,0,Mobile
a1226,v74,m1,2025-08-18,89.9,1,Mobile
a1227,v11,m5,2025-02-19,120.9,1,Web
a1228,v70,m5,2025-06-21,49.7,0,TV
a1229,v150,m3,2025-07-20,70.7,0,Web
a1230,v62,m6,2025-12-11,63.6,0,TV
a1231,v87,m5,2025-12-13,95.9,1,TV
a1232,v141,m3,2025-01-06,94.0,1,TV
a1233,v106,m1,2025-02-20,112.8,1,Web
a1234,v65,m3,2025-04-09,23.7,0,Web
a1235,v15,m1,2025-11-01,133.7,1,TV
a1236,v32,m5,2025-12-29,125.4,1,TV
a1237,v34,m7,2025-07-12,92.2,1,Web
a1238,v48,m5,2025-02-26,96.5,1,Mobile
a1239,v120,m3,2025-12-05,123.0,1,Web
a1240,v110,m7,2025-12-21,119.4,1,Mobile
a1241,v42,m3,2025-02-07,50.5,0,TV
a1242,v100,m4,2025-06-20,97.2,1,Mobile
a1243,v68,m7,2025-04-02,68.5,0,Mobile
a1244,v101,m2,2025-04-02,132.0,1,TV
a1245,v139,m2,2025-08-09,63.8,0,Web
a1246,v27,m3,2025-01-18,28.0,0,Web
a1247,v65,m6,2025-08-17,16.5,0,Mobile
a1248,v1,m2,2025-01-20,135.0,1,Mobile
a1249,v85,m2,2025-07-20,120.7,1,Web
a1250,v126,m6,2025-09-02,51.0,0,Web
a1251,v18,m7,2025-10-04,44.8,0,Mobile
a1252,v32,m4,2025-10-18,59.2,0,Mobile
a1253,v78,m3,2025-07-25,26.1,0,Web
a1254,v94,m1,2025-10-01,165.1,1,Mobile
a1255,v118,m1,2025-05-29,132.3,1,TV
a1256,v11,m5,2025-07-16,92.7,1,Mobile
a1257,v100,m6,2025-02-24,67.0,0,Mobile
a1258,v49,m4,2025-03-13,17.9,0,TV
a1259,v62,m6,2025-09-08,47.1,0,Web
a1260,v79,m6,2025-09-13,59.1,0,Mobile
a1261,v10,m1,2025-06-23,37.9,0,Web
a1262,v104,m1,2025-03-02,62.8,0,Web
a1263,v134,m6,2025-08-23,92.6,1,Web
a1264,v10,m1,2025-03-14,107.0,1,TV
a1265,v12,m4,2025-05-05,72.9,0,TV
a1266,v45,m1,2025-11-20,37.0,0,Mobile
a1267,v25,m7,2025-08-22,87.2,1,Web
a1268,v28,m1,2025-02-28,108.3,1,Web
a1269,v17,m2,2025-04-14,97.0,1,Web
a1270,v148,m6,2025-10-07,26.3,0,TV
a1271,v12,m7,2025-10-31,39.1,0,TV
a1272,v71,m1,2025-03-14,149.8,1,TV
a1273,v95,m6,2025-10-11,28.6,0,TV
a1274,v11,m5,2025-03-10,31.0,0,Web
a1275,v97,m5,2025-03-22,21.7,0,Mobile
a1276,v73,m1,2025-08-02,139.6,1,Mobile
a1277,v33,m6,2025-04-16,26.8,0,Mobile
a1278,v116,m5,2025-07-30,46.3,0,TV
a1279,v10,m5,2025-11-02,39.8,0,Mobile
a1280,v23,m5,2025-11-18,110.9,1,Mobile
a1281,v108,m3,2025-01-03,81.3,0,TV
a1282,v93,m1,2025-10-04,110.0,1,Mobile
a1283,v54,m7,2025-05-22,25.8,0,TV
a1284,v39,m7,2025-12-17,112.8,1,Mobile
a1285,v46,m4,2025-03-23,70.3,0,TV
a1286,v94,m1,2025-05-26,62.4,0,Mobile
a1287,v117,m3,2025-01-23,31.5,0,TV
a1288,v8,m7,2025-09-06,76.6,0,TV
a1289,v114,m2,2025-10-31,121.5,1,Mobile
a1290,v84,m2,2025-04-28,153.2,1,Mobile
a1291,v26,m2,2025-05-02,146.7,1,TV
a1292,v57,m4,2025-02-07,53.9,0,Mobile
a1293,v112,m1,2025-03-16,63.5,0,Web
a1294,v118,m2,2025-04-10,129.8,1,Mobile
a1295,v86,m2,2025-03-07,34.1,0,Web
a1296,v72,m1,2025-03-11,46.7,0,Mobile
a1297,v108,m4,2025-03-29,77.7,0,TV
a1298,v41,m3,2025-11-23,124.8,1,TV
a1299,v142,m5,2025-04-28,29.5,0,Web
a1300,v122,m5,2025-08-25,50.7,0,Web
a1301,v64,m4,2025-05-07,42.0,0,Web
a1302,v39,m2,2025-10-21,172.3,1,Mobile
a1303,v11,m1,2025-08-29,146.0,1,Web
a1304,v109,m1,2025-09-29,91.9,1,Web
a1305,v26,m7,2025-08-20,74.5,0,TV
a1306,v105,m6,2025-04-22,25.9,0,Mobile
a1307,v24,m2,2025-01-09,105.5,1,Mobile
a1308,v118,m2,2025-10-20,148.2,1,TV
a1309,v119,m4,2025-03-12,87.1,1,Mobile
a1310,v95,m2,2025-11-17,103.1,1,Web
a1311,v19,m1,2025-07-17,171.5,1,Mobile
a1312,v70,m7,2025-12-24,124.1,1,Web
a1313,v54,m5,2025-12-17,28.9,0,Mobile
a1314,v15,m6,2025-09-21,93.0,1,Web
a1315,v14,m3,2025-02-26,62.1,0,Mobile
a1316,v11,m5,2025-07-07,60.3,0,Web
a1317,v18,m5,2025-10-15,98.0,1,TV
a1318,v30,m5,2025-11-29,72.6,0,Web
a1319,v54,m7,2025-04-26,55.3,0,Mobile
a1320,v109,m5,2025-05-22,26.0,0,Mobile
a1321,v116,m3,2025-09-06,75.2,0,TV
a1322,v137,m4,2025-12-14,83.1,0,Mobile
a1323,v95,m4,2025-12-11,93.0,1,TV
a1324,v21,m1,2025-07-20,172.2,1,Mobile
a1325,v28,m1,2025-03-26,73.0,0,Web
a1326,v128,m2,2025-03-19,168.6,1,Web
a1327,v6,m6,2025-05-31,49.4,0,Web
a1328,v34,m5,2025-08-31,58.1,0,Mobile
a1329,v6,m6,2025-05-30,30.6,0,TV
a1330,v86,m5,2025-07-30,83.7,0,Web
a1331,v84,m6,2025-09-06,64.0,0,Web
a1332,v141,m5,2025-08-16,70.4,0,Web
a1333,v79,m2,2025-03-29,154.9,1,TV
a1334,v96,m4,2025-05-28,78.5,0,TV
a1335,v91,m2,2025-05-26,101.7,1,TV
a1336,v74,m5,2025-04-04,127.1,1,Web
a1337,v40,m6,2025-03-24,34.6,0,TV
a1338,v148,m3,2025-03-06,68.5,0,Mobile
a1339,v53,m2,2025-10-15,141.8,1,Web
a1340,v89,m3,2025-03-17,61.0,0,Web
a1341,v137,m2,2025-06-04,48.4,0,TV
a1342,v118,m2,2025-06-13,53.9,0,Web
a1343,v130,m5,2025-06-19,91.2,1,Mobile
a1344,v75,m4,2025-10-21,70.0,0,Web
a1345,v114,m6,2025-06-23,71.9,0,Web
a1346,v11,m4,2025-03-13,70.9,0,TV
a1347,v7,m3,2025-07-25,87.9,1,TV
a1348,v50,m1,2025-10-26,113.0,1,Mobile
a1349,v6,m2,2025-02-12,114.9,1,Mobile
a1350,v23,m6,2025-09-20,47.5,0,Mobile
a1351,v131,m3,2025-01-29,119.9,1,Mobile
a1352,v38,m4,2025-08-07,45.5,0,Mobile
a1353,v73,m1,2025-06-26,85.0,0,Mobile
a1354,v114,m6,2025-08-01,81.3,0,Mobile
a1355,v109,m2,2025-08-01,51.3,0,Web
a1356,v23,m5,2025-03-15,42.9,0,Mobile
a1357,v135,m7,2025-06-21,27.3,0,Web
a1358,v97,m7,2025-02-15,20.7,0,Web
a1359,v107,m3,2025-03-31,81.1,0,Web
a1360,v48,m2,2025-07-15,75.2,0,Mobile
a1361,v78,m1,2025-10-27,77.5,0,Web
a1362,v119,m6,2025-04-25,17.2,0,TV
a1363,v68,m2,2025-06-03,181.5,1,Web
a1364,v32,m4,2025-12-01,69.9,0,Mobile
a1365,v46,m4,2025-09-09,89.8,1,Web
a1366,v127,m3,2025-02-04,85.9,1,Mobile
a1367,v124,m5,2025-10-17,68.0,0,Mobile
a1368,v122,m6,2025-12-22,82.5,0,Mobile
a1369,v148,m5,2025-01-09,113.0,1,TV
a1370,v15,m5,2025-03-16,55.2,0,Web
a1371,v92,m2,2025-03-25,37.4,0,Mobile
a1372,v13,m3,2025-05-29,52.1,0,Web
a1373,v132,m1,2025-04-10,151.2,1,TV
a1374,v25,m7,2025-11-03,102.8,1,Web
a1375,v81,m3,2025-12-17,108.0,1,Mobile
a1376,v93,m6,2025-02-19,59.1,0,Mobile
a1377,v37,m7,2025-01-07,35.1,0,Mobile
a1378,v42,m3,2025-02-22,44.0,0,Web
a1379,v49,m2,2025-10-14,126.8,1,Web
a1380,v137,m7,2025-12-31,80.6,0,TV
a1381,v118,m4,2025-02-09,24.6,0,TV
a1382,v123,m1,2025-06-28,78.7,0,Mobile
a1383,v114,m2,2025-11-02,112.4,1,Mobile
a1384,v31,m6,2025-04-24,25.6,0,Web
a1385,v59,m2,2025-06-07,49.0,0,TV
a1386,v109,m1,2025-12-20,150.7,1,TV
a1387,v5,m1,2025-09-05,149.8,1,TV
a1388,v28,m2,2025-01-17,155.5,1,Web
a1389,v16,m5,2025-08-29,33.1,0,Mobile
a1390,v25,m1,2025-03-05,175.8,1,TV
a1391,v52,m5,2025-04-05,93.8,1,TV
a1392,v38,m1,2025-05-23,180.3,1,Mobile
a1393,v42,m3,2025-09-14,105.9,1,Web
a1394,v130,m2,2025-10-19,39.9,0,Web
a1395,v4,m7,2025-09-28,43.9,0,TV
a1396,v138,m7,2025-01-03,127.1,1,TV
a1397,v130,m2,2025-12-29,104.7,1,Web
a1398,v48,m5,2025-08-14,94.1,1,TV
a1399,v91,m2,2025-07-14,96.6,1,Web
a1400,v105,m2,2025-02-27,150.4,1,Mobile
